ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Product Class,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Refrigerant Type,Refrigerant with GWP,Connected Functionality,Connects Using,Connected Functionality Tested,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
2212651,Danby Or Danby Designer,DCR016A3*,",DCR016A3BDB, DCR016A3BSLDD, DCR016A3WDB,",67638998918;67638998925;67638998970,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,19.7,17.7,1.6,1.6,207,232.0,,,,0,,,,,2014-06-12,2014-05-27,"United States, Canada",ES_0031682_DCR016A3*_06102014033951_2718267,0
2245081,Dcs,RS36(X),",RS36A80 - DCS,; RS36(X),RS36(X),",,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,1,0,1,0,72.0,35.0,16.8,20.7,561,615.0,,,,0,,,,,2015-09-15,2015-07-31,"United States, Canada",ES_31708_RS36(X)_08052015164529_3129572,0
2396037,Dometic,C40S2,"C40P2,C40P2,",6951220000000,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,1,21.7,15.9,1.1,1.1,106,269.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-10-18,2022-05-16,"United States, Canada",ES_1147033_C40S2_04072022053300_0000001,1
2408108,Dometic,C60G2,"C60G3,C60G3,",6951220000000;6975400000000,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,1,22.2,19.3,1.7,1.7,170,275.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2023-02-12,2023-02-14,"United States, Canada",ES_1147033_C60G2_02142023120400_0000001,1
2408107,Dometic,C60S1,"C60P1,C60P1,",6951220000000;6975400000000,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,1,22.2,19.3,1.7,1.7,145,275.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2023-02-12,2023-02-14,"United States, Canada",ES_1147033_C60S1_02142023120400_0000001,1
2409679,Dometic,C60S1,"C60P1,C60P1,",6951220000000;6975400000000,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,1,22.2,19.3,1.7,1.7,145,275.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2023-02-12,2023-02-14,"United States, Canada",ES_1147033_C60S1_02142023120401_0000001,1
2408109,Dometic,C60S2,"C60S3, C60P2, C60P3,C60S3, C60P2, C60P3,",6951220000000;6975400000000,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,1,22.2,19.3,1.7,1.7,145,275.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2023-02-12,2023-02-14,"United States, Canada",ES_1147033_C60S2_02142023120400_0000001,1
2408485,Dometic,C60S2,"C60S3, C60P2, C60P3,C60S3, C60P2, C60P3,",6951220000000;6975400000000,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,1,22.2,19.3,1.7,1.7,145,275.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2023-02-12,2023-02-14,"United States, Canada",ES_1147033_C60S2_02142023120402_0000001,1
3360622,Dometic,C60SFS CARE,"C60SFS CARE,,",6975400000000,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,1,23.4,19.3,1.7,1.7,124,275.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2023-12-05,2023-11-30,"United States, Canada",ES_1147033_C60SFS CARE_11162023163000_0000001,1
2396051,Dometic,DM50C D,"DM50C F,DM50C F,",6951220000000,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,16.7,21.7,1.8,1.8,186,276.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-10-18,2022-05-16,"United States, Canada",ES_1147033_DM50C D_04072022053300_0000001,1
4437358,Durra Elite,DE210FDBMDSS,",,Brand Name: Durra Elite",845035031878,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,70.3,36.0,22.4,27.7,590,646.0,,,,0,,,,,2023-11-22,2025-06-12,"United States, Canada",ES_1131312_DE210FDBMDSS_061220250240169_2299683,0
4049660,Ecomax,EF25199-A,",,with compressor L35C5L",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,25.5,17.5,2.6,2.6,215,239.0,,,,0,,,,,2025-05-13,2025-05-21,United States,ES_1145610_EF25199-A_052120250027674_4507588,0
3798606,Element,ERBM19***,",,Icemaker-Ready Product (without icemaker). The symbols * maybe replaced by A to Z, it means the color of enclosure.",,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.6,29.5,18.7,22.9,466,520.0,,,,0,,,,,2024-11-07,2024-11-13,"United States, Canada",ES_1145034_ERBM19***_111120240258425_6479245,0
3798607,Element,ERBM19***,",,Icemaker-Ready Product (with icemaker). The symbols * maybe replaced by A to Z, it means the color of enclosure",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,66.6,29.5,18.7,22.9,550,604.0,,,,0,,,,,2024-11-08,2024-11-13,"United States, Canada",ES_1145034_ERBM19***_111320240146698_2654320,0
4012654,Element,ERBM19CB*,",,*: Suffix could be from 0 to 9 or A to Z or blank to represent different unit color",810649033334,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,65.0,29.5,18.7,18.7,466,482.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2025-04-10,2025-04-10,"United States, Canada",ES_1145034_ERBM19CB*_04102025075115_1562822,0
4481472,Element,ERBM19CBS-CA,",,Icemaker-Ready Product (without icemaker)",810649035079,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.6,29.5,18.7,22.9,466,520.0,,,,0,,,,,2025-08-18,2025-08-21,Canada,ES_1145034_ERBM19CBS-CA_082120250530373_6526034,0
4481473,Element,ERBM19CBS-CA,",,Icemaker-Ready Product (with icemaker)",810649035079,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,66.6,29.5,18.7,22.9,550,604.0,,,,0,,,,,2025-08-19,2025-08-21,Canada,ES_1145034_ERBM19CBS-CA_082120250531782_2560514,0
2358819,Danby,DAR010A1*,",DAR010A1BDB,",67638024433,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,19.3,15.1,1.0,1.0,241,268.0,,,,0,,,,,2020-04-30,2020-04-03,"United States, Canada",ES_0031682_DAR010A1*_04292020114009_80034567,0
2282224,Danby,DAR016A1*,",DAR016A1BSLDB, DAR016A1BDB,",67638008617;67638008624,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,19.8,17.7,1.6,1.6,245,274.0,,,,0,,,,,2016-10-30,2016-09-21,"United States, Canada",ES_0031682_DAR016A1*_09222016051638_70099320,0
2248449,Danby,DAR017A3*,",DAR017A3BDB, DAR017A3BDB-6, DAR017A3BSLDB, DAR017A3BSLDB-6, DAR017A3WDB,",67638003797;67638003803;67638005135;67638020121;67638020138,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,20.1,17.7,1.7,1.7,221,275.0,,,,0,,,,,2015-10-18,2015-09-17,"United States, Canada",ES_0031682_DAR017A3*_09172015105638_70043625,0
2261638,Danby,DAR023C1*,",DAR023C1BDB, DAR023C1BSLDB,",67638005098;67638005104,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,25.0,18.7,2.3,2.3,252,280.0,,,,0,,,,,2016-03-10,2016-03-04,"United States, Canada",ES_31682_DAR023C1*_03032016012601_70062748,0
2248450,Danby,DAR026A2*,",DAR026A2BDB-6, DAR026A2BSLDB, DAR026A2LDB, DAR026A2WDB,",67638003773;67638005142;67638005180;67638020169,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,27.0,17.7,2.6,2.6,253,283.0,,,,0,,,,,2015-10-18,2015-09-17,"United States, Canada",ES_0031682_DAR026A2*_09172015105638_70043625,0
2248451,Danby,DAR033A6*,",DAR033A6BDB-6, DAR033A6BSLDB, DAR033A6BSLDB-6,",67638020176;67638020183,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,33.1,17.7,3.3,3.3,259,290.0,,,,0,,,,,2015-10-18,2015-09-17,"United States, Canada",ES_0031682_DAR033A6*_09172015105638_70043625,0
2235865,Danby,DAR044A6*,",DAR044A6BSLDBO, DAR044A6DDB, DAR044A6LDB, DAR044A6MBDB, DAR044A6MDB, DAR044A6MDB-6, DAR044A6PDB,",67638005210;67638005227;67638005234;67638005241;67638005920;67638017237;67638020220,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,32.7,20.7,4.4,4.4,268,300.0,,,,0,,,,,2015-04-01,2015-03-17,"United States, Canada",ES_0031682_DAR044A6*_03162015114018_70026920,0
2358820,Danby,DAR044A9*,",DAR044A9SLDB,",67638024716,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,33.1,20.6,4.4,4.4,268,300.0,,,,0,,,,,2020-04-30,2020-04-03,"United States, Canada",ES_0031682_DAR044A9*_04292020114009_80034567,0
2345840,Danby,DAR110A3*,",DAR110A3MDB, DAR110A3LDB,",67638020800;67638020817,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,0,0,0,0,0,58.8,23.9,11.0,11.0,249,279.0,,,,0,,,,,2019-09-08,2014-07-25,"United States, Canada",ES_0031682_DAR110A3*_09042019010014_80006140,0
2348469,Danby,DBC117A1*,",DBC117A1BSSDB-6,",67638020046,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,32.8,17.5,3.1,3.1,258,288.0,,,,0,,,,,2019-10-17,2019-10-15,"United States, Canada",ES_0031682_DBC117A1* _10152019124455_80021306,0
2348470,Danby,DBC117A2*,",DBC117A2BSSDD-6,",67638020015,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,32.8,17.5,3.1,3.1,258,288.0,,,,0,,,,,2019-10-17,2019-10-15,"United States, Canada",ES_0031682_DBC117A2*_10152019124452_80021306,0
2382718,Danby,DBM187E1SSDB,",,Icemaker-Ready Product (without icemaker)",,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.6,29.5,18.7,22.9,466,520.0,,,,0,,,,,2024-11-14,2024-10-24,"United States, Canada",ES_31682_DBM187E1SSDB_072920210119249_8739783,0
3798700,Danby,DBM187E1SSDB,",,Icemaker-Ready Product (with icemaker)",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,66.6,29.5,18.7,22.9,550,604.0,,,,0,,,,,2024-10-14,2024-10-24,"United States, Canada",ES_31682_DBM187E1SSDB_111520240142726_5319169,0
2382719,Danby,DBM187E1WDB,",,Icemaker-Ready Product (without icemaker)",,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.6,29.5,18.7,22.9,466,520.0,,,,0,,,,,2024-11-14,2024-10-24,"United States, Canada",ES_31682_DBM187E1WDB_072920210119879_8161490,0
3798699,Danby,DBM187E1WDB,",,Icemaker-Ready Product (with icemaker)",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,66.6,29.5,18.7,22.9,550,604.0,,,,0,,,,,2024-10-14,2024-10-24,"United States, Canada",ES_31682_DBM187E1WDB_111520240142707_7773828,0
2288928,Danby,DCR047A1*,",DCR047A1BBSL,",67638009874,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,1,0,0,0,0,47.7,19.0,4.6,5.9,331,371.0,,,,0,,,,,2017-01-30,2017-01-17,"United States, Canada",ES_0031682_DCR047A1*_01182017113326_70116194,0
2212654,Danby Designer,DAR017A2*,",DAR017A2BDD,",67638998956,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,20.1,17.7,1.7,1.7,221,275.0,,,,0,,,,,2014-06-12,2014-05-27,"United States, Canada",ES_0031682_DAR017A2*_06102014033951_2718267,0
2212655,Danby Designer,DAR026A1*,",DAR026A1BDD, DAR026A1BDD-6, DAR026A1WDD, DAR026A1WDD-6,",67638020145;67638020152;67638998987;67638998994,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,27.0,17.7,2.6,2.6,253,283.0,,,,0,,,,,2014-06-12,2014-05-27,"United States, Canada",ES_0031682_DAR026A1*_06102014033951_2718267,0
2212657,Danby Designer,DAR044A4*,",DAR044A4BDD, DAR044A4BDD-6, DAR044A4BSLDD, DAR044A4BSLDD-6, DAR044A4BSSDD, DAR044A4WDD, DAR044A4WDD-6,",67638020190;67638020206;67638020688;67638999090;67638999106;67638999366;67638999373,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,32.7,20.7,4.4,4.4,268,300.0,,,,0,,,,,2014-06-12,2014-05-27,"United States, Canada",ES_0031682_DAR044A4*_06102014033951_2718267,0
2288930,Danby Designer,DAR044A8*,",DAR044A8BBSL,",67638011327,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,32.7,20.7,4.4,4.4,268,300.0,,,,0,,,,,2017-01-30,2017-01-17,"United States, Canada",ES_0031682_DAR044A8*_01182017113326_70116194,0
2218448,Danby Designer,DAR110A1*,",DAR110A1WDD, DAR110A1BSLDD,",67638001649;67638999816,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,0,0,0,0,0,58.8,23.9,11.0,11.0,249,279.0,,,,0,,,,,2014-09-06,2014-07-25,"United States, Canada",ES_0031682_DAR110A1*_07222014114047_2736942,0
2345842,Danby Designer,DAR170A3*,",DAR170A3BSLDD, DAR170A3WDD,",67638019880;67638019897,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,0,0,0,0,0,67.3,29.9,17.0,17.0,289,322.0,,,,0,,,,,2019-09-08,2019-05-21,"United States, Canada",ES_0031682_DAR170A3*_09042019010014_80006140,0
2631694,Emerson,CR0016***,",,*can be any letters from A to Z or blank that represent  color or finish of the model or blank",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,19.6,17.5,1.6,1.6,206,232.0,,,,0,,,,,2023-07-25,2023-07-31,United States,ES_1122227_CR0016***_07312023075501_6735651,0
2631692,Emerson,CR0026***,",,*can be any letters from A to Z or blank that represent  color or finish of the model or blank",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,25.0,17.5,2.6,2.6,213,239.0,,,,0,,,,,2023-07-25,2023-07-31,United States,ES_1122227_CR0026***_07312023075604_3509394,0
2631693,Emerson,CR0032***,",,*can be any letters from A to Z or blank that represent  color or finish of the model or blank",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,31.2,17.5,3.2,3.2,217,244.0,,,,0,,,,,2023-07-25,2023-07-31,United States,ES_1122227_CR0032***_07312023075883_9736224,0
2631691,Emerson,CR0045***,",,*can be any letters from A to Z or blank that represent  color or finish of the model or blank",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,31.5,20.3,4.5,4.5,226,254.0,,,,0,,,,,2023-07-25,2023-07-31,United States,ES_1122227_CR0045***_073120230800254_6684708,0
2622962,Emerson,CR0232***,",,(*can be any letters from A to Z or blank that represent color or finish of the model or blank.)",,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,1,0,0,0,0,33.5,18.9,3.2,3.2,320,355.0,,,,0,,,,,2023-07-25,2023-07-28,United States,ES_1122227_CR0232***_072820230603773_2531700,0
2383467,Fisher & Paykel,RF135B***J**,",RF135BDLJX4,; ,RF135BDRJX4,; ,RF135BLPJX6,; ,RF135BRPJX6,",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,67.5,25.0,13.3,16.4,495,546.0,,,,0,,,,,2020-01-15,2019-11-25,"United States, Canada",ES_31708_RF135B***J**_081720211054766_2656097,0
2350693,Fisher & Paykel,RF135B***U**,",RF135BDLUX4,",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,67.5,25.0,13.3,16.4,495,546.0,,,,0,,,,,2020-01-15,2019-11-25,"United States, Canada",ES_31708_RF135BDRUX4_11252019154216_6536718,0
2350695,Fisher & Paykel,RF170A*****,"RF170ADW5,RF170ADW5,",,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,67.5,31.1,17.3,21.1,448,504.0,,,,0,,,,,2020-03-15,2019-11-25,"United States, Canada",ES_31708_RF170ADX4_11252019154657_6817609,0
2383466,Fisher & Paykel,RF170A***J**,"RF170ADJSX4,RF170ADJSX4,",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,67.5,31.1,17.3,21.1,532,588.0,,,,0,,,,,2020-03-15,2019-11-25,"United States, Canada",ES_31708_RF170A***J**_081720210937884_2829264,0
2350727,Fisher & Paykel,RF170A***U**,"RF170ADUSB5,RF170ADUSB5,",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,67.5,31.1,17.3,21.1,532,588.0,,,,0,,,,,2020-03-15,2019-11-25,"United States, Canada",ES_31708_RF170ADUSX4_11252019154803_6883697,0
2359704,Fisher & Paykel,RS2484W***#,",RS2484WLUK1,; ,RS2484WRU1,; ,RS2484WRUK1,",,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,1,0,1,1,84.0,23.7,12.1,15.2,439,564.0,,,,0,,,,,2020-04-10,2020-05-13,"United States, Canada",ES_31708_RS2484W***#_05132020183227_4747847,0
2359707,Fisher & Paykel,RS3084W***#,",RS3084WLU1,; ,RS3084WLUK1,; ,RS3084WRU1,; ,RS3084WRUK1,",,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,1,0,1,1,84.0,29.8,15.9,19.9,476,608.0,,,,0,,,,,2020-04-10,2020-05-13,"United States, Canada",ES_31708_RS3084W***#_05132020183316_4796189,0
2245080,Fisher & Paykel,RS36(X),",RS36A80,",,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,1,0,1,0,72.0,35.0,16.8,20.7,561,615.0,,,,0,,,,,2015-09-15,2015-07-31,"United States, Canada",ES_31708_RS36(X)_08052015163443_2483151,0
4429160,Forno,FFFFD1783-36BLK,",,Brand Name: FORNO",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,70.1,35.9,27.4,34.0,630,702.0,,,,0,,,,,2025-05-20,2025-05-27,"United States, Canada",ES_1142511_FFFFD1783-36BLK_052720250525130_7432760,0
4429158,Forno,FFFFD1783-36S,",,Brand Name: FORNO",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,70.1,35.9,27.4,34.0,630,702.0,,,,0,,,,,2025-05-20,2025-05-27,"United States, Canada",ES_1142511_FFFFD1783-36S_052720250525760_6981721,0
4429162,Forno,FFFFD1783-36WHT,",,Brand Name: FORNO",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,70.1,35.9,27.4,34.0,630,702.0,,,,0,,,,,2025-05-20,2025-05-27,"United States, Canada",ES_1142511_FFFFD1783-36WHT_052720250525924_1446616,0
3387769,Forno,FFFFD1785-31BLK,",,Compressor options: EZ65H1Y-U, ETB72U6L, TB1112HY",686136917315,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,69.1,31.1,17.2,21.1,453,504.0,,,,0,,,,,2024-01-26,2024-01-29,"United States, Canada",ES_1142511_FFFFD1785-31BLK_012920240254775_8874993,0
3387770,Forno,FFFFD1785-31S,",,Compressor options: EZ65H1Y-U, ETB72U6L, TB1112HY",686136917285,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,69.1,31.1,17.2,21.1,453,504.0,,,,0,,,,,2024-01-26,2024-01-29,"United States, Canada",ES_1142511_FFFFD1785-31S_012920240252685_7984772,0
